detections,attack,application,category,threatType,severity,risk,region
16,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,kace,code-execution,exploit,critical,threat,americas
57,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-ds-smb,code-execution,exploit,critical,threat,americas
115,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
888,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-ds-smb,code-execution,exploit,critical,threat,europe
2278,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-sms,code-execution,exploit,critical,threat,americas
101,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-sms,code-execution,exploit,critical,threat,asiapacific
2615,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-sms,code-execution,exploit,critical,threat,europe
145,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-sms,code-execution,exploit,critical,threat,japan
13,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ms-update,code-execution,exploit,critical,threat,americas
21,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,rss,code-execution,exploit,critical,threat,europe
2,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,smtp,code-execution,exploit,critical,threat,americas
12,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,smtp,code-execution,exploit,critical,threat,asiapacific
3,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,soap,code-execution,exploit,critical,threat,americas
218,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,web-browsing,code-execution,exploit,critical,threat,americas
304,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,web-browsing,code-execution,exploit,critical,threat,asiapacific
766,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,web-browsing,code-execution,exploit,critical,threat,europe
41,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,web-browsing,code-execution,exploit,critical,threat,europe
46,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,0,code-execution,exploit,critical,threat,americas
10,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,0,code-execution,exploit,critical,threat,japan
1369,Microsoft Windows DCOM RPC Interface Buffer Overrun Vulnerability,msrpc,code-execution,exploit,critical,threat,americas
2212,Microsoft Windows DCOM RPC Interface Buffer Overrun Vulnerability,msrpc,code-execution,exploit,critical,threat,asiapacific
681,Microsoft Windows DCOM RPC Interface Buffer Overrun Vulnerability,msrpc,code-execution,exploit,critical,threat,europe
89,Microsoft Windows DCOM RPC Interface Buffer Overrun Vulnerability,msrpc,code-execution,exploit,critical,threat,japan
253,Microsoft Windows DCOM RPC Interface Buffer Overrun Vulnerability,0,code-execution,exploit,critical,threat,americas
167,Microsoft Windows DCOM RPC Interface Buffer Overrun Vulnerability,0,code-execution,exploit,critical,threat,asiapacific
4,Microsoft Windows DCOM RPC Interface Buffer Overrun Vulnerability,0,code-execution,exploit,critical,threat,europe
3,Microsoft Windows DHCP Server Client Identifier Option Parsing Buffer Overflow,dhcp,overflow,exploit,critical,threat,americas
24,Microsoft Windows DHCP Server Client Identifier Option Parsing Buffer Overflow,dhcp,overflow,exploit,critical,threat,asiapacific
19,Microsoft Windows DHCP Server Remote Buffer Overflow Vulnerability,dhcp,overflow,exploit,critical,threat,asiapacific
7,Microsoft Windows DirectShow MEPG2 ActiveX Remote Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,europe
1,Microsoft Windows DirectX DirectShow Heap Overflow Vulnerability,imap,overflow,exploit,critical,threat,asiapacific
1,Microsoft Windows DirectX DirectShow Heap Overflow Vulnerability,pop3,overflow,exploit,critical,threat,asiapacific
1,Microsoft Windows DirectX DirectShow Heap Overflow Vulnerability,smtp,overflow,exploit,critical,threat,asiapacific
17,Microsoft Windows DNS Client Buffer Overrun Vulnerability,dns,code-execution,exploit,critical,threat,americas
86297,Microsoft Windows DNS Client Buffer Overrun Vulnerability,dns,code-execution,exploit,critical,threat,europe
41,Microsoft Windows DNS Service RPC Interface Stack Overflow,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
48,Microsoft Windows DNS Service RPC Interface Stack Overflow,ms-win-dns,code-execution,exploit,critical,threat,americas
44,Microsoft Windows DNS Service RPC Interface Stack Overflow,ms-win-dns,code-execution,exploit,critical,threat,asiapacific
3,Microsoft Windows Embedded Web Font Handling Buffer Overflow,web-browsing,code-execution,exploit,high,threat,americas
3,Microsoft Windows Embedded Web Font Handling Buffer Overflow,web-browsing,code-execution,exploit,high,threat,europe
105,Microsoft Windows FTP Client Arbitrary File Write Vulnerability,ftp,code-execution,exploit,critical,threat,americas
86,Microsoft Windows FTP Client Arbitrary File Write Vulnerability,ftp,code-execution,exploit,critical,threat,asiapacific
163,Microsoft Windows FTP Client Arbitrary File Write Vulnerability,ftp,code-execution,exploit,critical,threat,europe
1,Microsoft Windows GDI Heap Overflow Vulnerability,ftp,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Windows GDI Heap Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
8,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,blackboard,code-execution,exploit,critical,threat,americas
13,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,ftp,code-execution,exploit,critical,threat,asiapacific
39,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,americas
10,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,asiapacific
20,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,europe
4,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,http-proxy,code-execution,exploit,critical,threat,europe
71,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,imap,code-execution,exploit,critical,threat,americas
2,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,jira,code-execution,exploit,critical,threat,europe
96,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,naver-ndrive,code-execution,exploit,critical,threat,asiapacific
24,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,outlook-web,code-execution,exploit,critical,threat,americas
125,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,americas
102,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,asiapacific
5,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,europe
65,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,sharepoint-admin,code-execution,exploit,critical,threat,asiapacific
94,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,sharepoint-base,code-execution,exploit,critical,threat,americas
35,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,sharepoint-base,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,sharepoint-base,code-execution,exploit,critical,threat,europe
6,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,sharepoint-documents,code-execution,exploit,critical,threat,americas
52,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,sharepoint-documents,code-execution,exploit,critical,threat,asiapacific
2,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,sharepoint-documents,code-execution,exploit,critical,threat,europe
1368,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,americas
298,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
28,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,europe
2,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,japan
873,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
20,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
16,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,europe
4,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,webdav,code-execution,exploit,critical,threat,asiapacific
4,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,americas
6,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,asiapacific
10,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,zimbra,code-execution,exploit,critical,threat,americas
4,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,0,code-execution,exploit,critical,threat,americas
764,Microsoft Windows GDI Plus Record Type Remote Code Execution Vulnerability,0,code-execution,exploit,critical,threat,asiapacific
2,Microsoft Windows GDI Remote Integer Overflow Vulnerability,imap,overflow,exploit,critical,threat,asiapacific
2,Microsoft Windows GDI Remote Integer Overflow Vulnerability,pop3,overflow,exploit,critical,threat,asiapacific
2,Microsoft Windows GDI Remote Integer Overflow Vulnerability,smtp,overflow,exploit,critical,threat,asiapacific
1,Microsoft Windows GDI Stack Overflow Vulnerability,imap,overflow,exploit,critical,threat,asiapacific
1,Microsoft Windows GDI Stack Overflow Vulnerability,pop3,overflow,exploit,critical,threat,asiapacific
1,Microsoft Windows GDI Stack Overflow Vulnerability,smtp,overflow,exploit,critical,threat,asiapacific
1,Microsoft Windows GDI WMF Handling Heap Overflow Vulnerability,pop3,overflow,exploit,critical,threat,europe
3,Microsoft Windows GDI WMF Handling Heap Overflow Vulnerability,smtp,overflow,exploit,critical,threat,americas
4,Microsoft Windows GDI WMF Handling Heap Overflow Vulnerability,smtp,overflow,exploit,critical,threat,europe
1,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,imap,code-execution,exploit,critical,threat,asiapacific
3,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,itunes-base,code-execution,exploit,critical,threat,asiapacific
4,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,mail.ru-base,code-execution,exploit,critical,threat,europe
1,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,rss,code-execution,exploit,critical,threat,americas
1,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
11,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
2,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,europe
3,Microsoft Windows GDI+ PNG Remote Code Execution Vulnerability,0,code-execution,exploit,critical,threat,asiapacific
70,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,blackboard,code-execution,exploit,critical,threat,asiapacific
3,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,ftp,code-execution,exploit,critical,threat,europe
12,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,hotmail,code-execution,exploit,critical,threat,americas
10,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,hotmail,code-execution,exploit,critical,threat,asiapacific
2,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,http-proxy,code-execution,exploit,critical,threat,europe
2,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,imap,code-execution,exploit,critical,threat,americas
19,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,imap,code-execution,exploit,critical,threat,asiapacific
14,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,imap,code-execution,exploit,critical,threat,europe
2,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,lotus-notes-base,code-execution,exploit,critical,threat,asiapacific
12,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,naver-mail,code-execution,exploit,critical,threat,asiapacific
10,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,pop3,code-execution,exploit,critical,threat,americas
32,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,pop3,code-execution,exploit,critical,threat,asiapacific
4,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,pop3,code-execution,exploit,critical,threat,europe
8,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,americas
4,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
6,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,europe
3,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,japan
4,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
1055,Microsoft Windows GDI+ WMF Integer Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
